id	title	creator	creator_idref_ppn	creator_bnf_ark	issued	publisher	publisher_link	description	identifier
dubourg	Correspondance d'Antoine Du Bourg	Olivier Poncet	https://www.idref.fr/034384227	https://data.bnf.fr/ark:/12148/cb12514512v	2026	École nationale des chartes – PSL	https://www.chartes.psl.eu/	Antoine Du Bourg (v. 1490-1538) a fait une carrière de magistrat au service de la monarchie avant d'être nommé le 16 juillet 1535 chancelier de France, office qu'il détint jusqu'à sa mort accidentelle le 28 octobre 1538. Il exerça cette fonction dans un contexte de guerre presque permanent (de février 1536 à juin 1538) ainsi qu'en témoigne son exceptionnelle correspondance passive. Celle-ci est certainement l'un des plus riches ensembles épistolaires administratifs conservés pour ce niveau de responsabilité dans la France de la Renaissance. Formé de plus de 1 200 lettres missives reçues par Du Bourg durant un peu plus de trois années, il touche à tous les domaines d'activité du chancelier à cette époque, de la justice aux finances royales en passant par la surveillance de l'imprimé et la politique économique du royaume.	21
